"169,333,15,159,241,249,41,102,air"
"148,286,14,137,226,238,34,113,air"
"148,282,12,165,238,240,35,86,air"
"142,283,12,137,235,248,38,86,air"
"142,282,15,139,238,236,54,85,air"
"140,283,13,140,236,236,32,86,air"
"141,286,13,140,239,237,32,87,air"
"141,291,11,141,235,236,31,87,air"
"139,290,13,142,234,237,28,91,air"
"138,318,13,137,234,238,31,85,air"
"138,297,14,142,235,236,30,89,air"
"136,299,13,143,234,240,31,84,air"
"136,304,13,143,247,236,29,84,air"
"134,301,13,145,234,244,29,84,air"
"133,310,12,146,235,238,29,84,air"
"134,308,13,140,235,238,26,98,air"
"132,312,12,145,234,237,29,83,air"
"133,313,14,140,230,240,28,83,air"
"131,312,13,145,224,236,25,83,air"
"130,313,13,142,234,239,30,83,air"
"130,319,14,144,245,237,30,86,air"
"129,315,12,148,233,243,28,86,air"
"130,318,12,148,234,239,26,83,air"
"128,327,12,148,233,238,29,84,air"
"136,321,15,149,234,240,29,84,air"
"128,322,19,150,235,238,27,84,air"
"123,322,15,149,237,230,35,88,air"
"127,322,12,150,225,239,26,96,air"
"133,324,14,149,233,237,26,82,air"
"125,330,14,148,235,238,26,85,air"
"128,325,13,152,237,238,27,86,air"
"136,324,24,152,225,236,26,81,air"
"129,327,46,152,236,238,21,84,air"
"126,326,13,154,235,239,30,84,air"
"125,326,17,154,235,238,29,84,air"
"127,330,13,153,236,239,25,85,air"
"127,327,25,153,234,239,24,85,air"
"128,328,11,153,243,235,26,85,air"
"125,324,14,154,234,240,39,88,air"
"129,331,13,154,234,238,26,90,air"
"124,326,12,154,234,241,24,85,air"
"126,326,13,151,235,242,24,86,air"
"125,334,16,154,233,239,26,85,air"
"134,326,14,156,230,239,21,85,air"
"126,327,13,156,243,235,26,81,air"
"125,328,12,154,234,240,27,87,air"
"120,323,9,156,231,239,26,92,air"
"122,321,14,156,234,240,29,86,air"
"125,326,13,154,234,264,28,87,air"
"134,327,14,156,235,260,26,85,air"
"124,322,15,168,234,239,25,85,air"
"124,325,12,155,235,234,24,88,air"
"124,323,13,153,234,239,22,87,air"
"124,321,12,155,239,241,23,86,air"
"122,319,12,156,233,240,8,86,air"
"122,325,13,165,235,240,24,86,air"
"125,328,14,155,234,238,25,86,air"
"119,321,38,156,233,239,25,87,air"
"112,320,13,156,234,239,24,87,air"
"125,325,11,157,234,231,25,90,air"
"123,314,11,157,234,239,24,88,air"
"123,325,9,155,234,243,25,91,air"
"123,324,14,153,235,238,26,87,air"
"125,323,12,157,236,236,25,86,air"
"123,342,13,157,234,238,24,88,air"
"130,320,13,156,234,238,24,88,air"
"150,320,30,158,237,241,36,87,air"
"124,319,7,158,239,240,21,87,air"
"126,320,14,157,248,239,25,88,air"
"122,322,12,158,234,239,23,88,air"
"128,320,12,156,236,243,24,87,air"
"116,321,10,158,235,238,25,86,air"
"123,320,13,158,236,239,20,87,air"
"124,322,3,158,239,242,24,93,air"
"124,320,13,158,229,241,24,88,air"
"121,318,13,158,238,240,23,87,air"
"124,319,15,158,234,240,29,109,air"
"123,316,14,155,234,240,25,88,air"
"122,318,13,155,235,239,24,87,air"
"113,321,14,159,235,243,29,91,air"
"121,316,13,158,236,240,23,87,air"
"122,320,13,160,235,239,24,88,air"
"122,316,12,158,239,239,24,89,air"
"122,317,12,165,233,239,22,88,air"
"120,316,13,158,235,240,26,88,air"
"120,314,16,159,238,239,33,88,air"
"124,313,11,166,236,240,21,91,air"
"128,314,13,157,234,241,24,89,air"
"121,317,11,155,234,239,24,88,air"
"125,317,13,160,248,236,23,89,air"
"124,315,10,159,233,228,50,90,air"
"124,315,12,159,235,242,23,89,air"
"123,312,10,161,245,239,24,92,air"
"121,315,14,159,232,240,24,90,air"
"118,315,12,166,235,240,25,93,air"
"121,314,7,163,238,242,24,90,air"
"124,313,42,159,236,239,40,90,air"
"123,317,14,160,232,267,22,96,air"
"131,314,11,159,237,264,20,84,air"
"123,310,12,159,234,239,42,86,air"
"125,314,13,162,232,239,28,92,air"
"122,312,12,159,237,240,22,89,air"
"125,312,13,160,236,242,36,89,air"
"124,308,12,157,235,240,29,89,air"
"124,307,12,150,236,241,28,90,air"
"117,313,12,160,236,243,26,90,air"
"124,321,1,160,236,240,24,90,air"
"124,313,13,161,240,243,25,89,air"
"122,314,51,159,235,239,20,91,air"
"124,328,12,162,236,240,25,124,air"
"123,312,13,159,236,244,22,114,air"
"123,315,11,160,236,262,24,90,air"
"123,311,13,159,235,239,23,89,air"
"124,309,14,159,233,240,23,90,air"
"125,312,13,160,235,247,23,91,air"
"122,312,13,162,239,240,22,92,air"
"122,310,13,160,235,247,21,90,air"
"136,308,13,159,235,239,25,91,air"
"124,312,12,163,236,239,33,90,air"
"123,313,13,160,234,236,21,91,air"
"122,310,14,161,238,240,24,90,air"
"124,306,13,161,236,237,22,100,air"
"125,311,12,161,238,238,24,86,air"
"124,309,14,160,232,241,25,94,air"
"125,316,12,160,236,239,24,91,air"
"123,308,12,160,235,242,24,91,air"
"122,308,13,166,235,244,23,91,air"
"124,311,13,151,238,240,25,87,air"
"124,310,13,165,236,236,18,93,air"
"125,309,13,162,248,241,27,91,air"
"125,307,16,161,236,241,24,93,air"
"124,309,13,161,236,236,22,91,air"
"124,309,19,160,235,240,25,90,air"
"124,306,12,161,236,247,23,91,air"
"124,306,21,162,240,238,19,91,air"
"124,315,13,162,238,240,24,95,air"
"124,304,14,162,237,240,25,90,air"
"124,307,10,162,236,239,26,93,air"
"122,303,14,162,235,241,24,90,air"
"122,305,11,161,239,240,18,90,air"
"125,307,13,162,235,235,24,92,air"
"125,310,8,163,238,252,25,97,air"
"122,307,12,165,237,237,24,91,air"
"125,307,19,163,237,241,27,91,air"
"124,306,15,161,229,240,25,93,air"
"125,306,13,161,236,241,21,91,air"
"124,306,13,162,236,241,24,91,air"
"122,302,19,171,240,268,23,92,air"
"128,301,14,160,237,235,26,93,air"
"125,307,12,160,234,241,26,92,air"
"122,305,13,162,239,242,25,96,air"
"146,304,13,164,243,240,27,92,air"
