MQ135,MQ3,MQ6,MQ9,MQ5,MQ8,MQ4
2.0,1.0,1.0,152.0,158.0,0.0,5.0
0.0,0.0,0.0,155.0,157.0,0.0,0.0
14.0,2.0,2.0,153.0,157.0,0.0,1.0
2.0,0.0,0.0,153.0,180.0,0.0,1.0
1.0,13.0,0.0,153.0,160.0,0.0,0.0
0.0,0.0,0.0,154.0,160.0,0.0,0.0
2.0,25.0,0.0,153.0,158.0,2.0,0.0
0.0,1.0,2.0,153.0,163.0,0.0,0.0
0.0,0.0,0.0,152.0,158.0,0.0,0.0
0.0,0.0,23.0,153.0,146.0,1.0,17.0
2.0,0.0,16.0,153.0,158.0,1.0,0.0
0.0,0.0,1.0,155.0,160.0,0.0,1.0
0.0,1.0,0.0,154.0,158.0,0.0,0.0
0.0,1.0,0.0,153.0,157.0,1.0,0.0
0.0,0.0,0.0,164.0,181.0,0.0,1.0
2.0,0.0,0.0,154.0,158.0,0.0,0.0
1.0,2.0,0.0,154.0,157.0,0.0,1.0
1.0,0.0,0.0,153.0,157.0,9.0,0.0
0.0,0.0,0.0,149.0,154.0,0.0,4.0
0.0,0.0,5.0,156.0,157.0,16.0,1.0
0.0,0.0,0.0,153.0,160.0,0.0,0.0
9.0,0.0,0.0,152.0,158.0,0.0,0.0
0.0,0.0,0.0,153.0,158.0,0.0,0.0
8.0,2.0,0.0,153.0,183.0,0.0,1.0
0.0,1.0,0.0,150.0,159.0,15.0,0.0
15.0,0.0,0.0,156.0,158.0,0.0,0.0
7.0,0.0,1.0,152.0,158.0,0.0,0.0
0.0,21.0,0.0,154.0,157.0,0.0,0.0
0.0,1.0,1.0,153.0,157.0,0.0,0.0
1.0,0.0,0.0,156.0,178.0,0.0,0.0
1.0,0.0,4.0,154.0,158.0,9.0,0.0
2.0,0.0,0.0,153.0,157.0,2.0,0.0
4.0,1.0,0.0,156.0,156.0,0.0,1.0
0.0,0.0,0.0,153.0,159.0,2.0,0.0
2.0,0.0,0.0,156.0,146.0,0.0,0.0
1.0,0.0,3.0,154.0,157.0,0.0,1.0
0.0,0.0,0.0,155.0,162.0,0.0,0.0
0.0,0.0,0.0,153.0,158.0,0.0,0.0
1.0,0.0,0.0,153.0,164.0,0.0,0.0
0.0,3.0,7.0,154.0,163.0,0.0,0.0
1.0,0.0,0.0,153.0,150.0,0.0,0.0
0.0,0.0,17.0,153.0,158.0,0.0,0.0
4.0,0.0,0.0,155.0,158.0,15.0,0.0
0.0,0.0,0.0,151.0,157.0,0.0,1.0
1.0,0.0,0.0,153.0,172.0,0.0,0.0
2.0,0.0,0.0,150.0,159.0,2.0,0.0
1.0,1.0,0.0,152.0,157.0,1.0,0.0
0.0,1.0,0.0,157.0,155.0,0.0,0.0
0.0,0.0,3.0,152.0,158.0,0.0,0.0
7.0,1.0,4.0,155.0,157.0,1.0,0.0
1.0,6.0,0.0,147.0,158.0,0.0,0.0
2.0,0.0,24.0,154.0,157.0,0.0,0.0
3.0,0.0,0.0,153.0,157.0,0.0,0.0
0.0,2.0,1.0,152.0,158.0,0.0,0.0
0.0,0.0,0.0,155.0,160.0,25.0,0.0
0.0,1.0,0.0,153.0,157.0,0.0,0.0
0.0,0.0,0.0,154.0,158.0,2.0,1.0
6.0,1.0,1.0,153.0,156.0,0.0,0.0
0.0,0.0,1.0,154.0,160.0,1.0,0.0
5.0,3.0,0.0,154.0,159.0,0.0,1.0
2.0,0.0,0.0,155.0,158.0,0.0,0.0
0.0,0.0,1.0,155.0,162.0,0.0,0.0
0.0,5.0,0.0,153.0,158.0,0.0,0.0
